"symbol","market","name","industry","supersector","sector","subsector","listedDate","issueShare","marketCap","priceChangedFiveDayPercent","priceChangedOneMonthPercent","priceChangedThreeMonthsPercent"
"VE9","UPCOM","VNECO 9 Investment & Construction JSC","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2008-01-23",12523613,38415443535,3.13,9.38,-18.75
"VEA","UPCOM","Vietnam Engine and Agricultural Machinery Corporation","Industrials","Industrial Goods & Services","Industrial Engineering","Industrial Machinery","2018-07-02",1328800000,59854467200000,0.67,-1.11,-3.78
"VEC","UPCOM","Vietnam Electronics And Informatics Joint Stock Corporation","Technology","Technology","Technology Hardware & Equipment","Computer Hardware","2017-07-14",43800000,571502400000,5.26,2.26,"N/A"
"VEF","UPCOM","Vietnam Exhibition Fair Centre Joint Stock Company","Consumer Services","Media","Media","Media Agencies","2015-12-22",166604050,18835914713000,0.88,6.22,-41.28
"VES","UPCOM","Meca Vneco Investment And Electricity Construction Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Engineering","Industrial Machinery","2010-04-14",9007500,36930750000,"N/A","N/A","N/A"
"VET","UPCOM","NAVETCO National Veterinary Joint Stock Company","Basic Materials","Chemicals","Chemicals","Specialty Chemicals","2017-12-13",16000000,1152000000000,0.83,"N/A","N/A"
"VFC","UPCOM","Vinafco Joint Stock Corporation","Industrials","Industrial Goods & Services","Industrial Transportation","Marine Transportation","2006-06-26",34000000,790944850800,"N/A","N/A","N/A"
"VFG","HOSE","Vietnam Fumigation Joint Stock Company","Basic Materials","Chemicals","Chemicals","Specialty Chemicals","2009-12-17",32088864,1985520426400,5.46,"N/A","N/A"
"VFR","UPCOM","Transport and Chartering Corporation","Industrials","Industrial Goods & Services","Industrial Transportation","Marine Transportation","2006-12-28",15000000,99435000000,"N/A","N/A","N/A"
"VFS","UPCOM","Viet First Securities Corporation","Financials","Financial Services","Financial Services","Investment Services","2020-07-01",80250000,1765981500000,6.85,16.89,23.29
"VGC","HOSE","Viglacera Corporation","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2015-10-15",448350000,31294830000000,4.3,12.89,40.62
"VGG","UPCOM","Viet Tien Garment Corporation","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","2016-03-10",44100000,1851229800000,-1.43,"N/A","N/A"
"VGI","UPCOM","Viettel Global Investment Joint Stock Company","Telecommunications","Telecommunications","Mobile Telecommunications","Mobile Telecommunications","2018-09-25",3043811200,101231072889600,0,-0.3,8.51
"VGL","UPCOM","Vingal Industries Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","2016-08-15",9325155,206085925500,"N/A","N/A","N/A"
"VGP","HNX","The Vegetexco Port Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2006-11-29",8214692,215212855000,"N/A","N/A","N/A"
"VGR","UPCOM","VIP Green Port Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2018-04-12",63250000,2340250000000,"N/A","N/A","N/A"
"VGS","HNX","Vietnam-Germany Steel Pipe Joint Stock Company","Basic Materials","Basic Resources","Industrial Metals & Mining","Steel","2008-12-04",42111589,862016993800,2.81,3.93,-6.52
"VGT","UPCOM","Vietnam National Textile And Garment Group","Consumer Goods","Personal & Household Goods","Personal Goods","Clothing & Accessories","2017-01-03",500000000,8903500000000,0.56,-7.34,-6.72
"VGV","UPCOM","Vietnam National Construction Consultants Corporation - JSC","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2017-07-17",35774448,382106879088,1.82,"N/A","N/A"
"VHC","HOSE","Vinh Hoan Corporation","Consumer Goods","Food & Beverage","Food Producers","Farming & Fishing","2007-12-24",183376956,16467250648800,4.34,8.46,-21.38
"VHD","UPCOM","VINAHUD Urban and Housing Development Investment Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2017-06-22",38000000,782800000000,"N/A","N/A","N/A"
"VHE","HNX","Viet Nam Herbs and Foods Joint Stock Company","Health Care","Health Care","Pharmaceuticals & Biotechnology","Pharmaceuticals","2019-01-14",31640000,174019978000,0,9.09,-12.73
"VHF","UPCOM","Vinh Ha Food Processing And Construction Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Food Products","2010-05-07",21500000,210700000000,"N/A","N/A","N/A"
"VHG","UPCOM","Viet Trung Nam Investment and Development Joint Stock Company","Industrials","Industrial Goods & Services","General Industrials","Diversified Industrials","2008-01-28",150000000,604500000000,2.44,4.88,-24.39
"VHH","UPCOM","Thanh Dat Investment House Trading Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2010-07-28",7500000,35250000000,"N/A","N/A","N/A"
"VHL","HNX","Viglacera Ha Long Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2009-02-12",25000000,500000000000,"N/A","N/A","N/A"
"VHM","HOSE","Vinhomes Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2018-05-17",4354367488,262568359526400,1.49,0.5,-14.93
"VIB","HOSE","Vietnam International Commercial Joint Stock Bank","Banks","Banks","Banks","Banks","2017-01-09",2107672945,53534892803000,1.57,-4.92,-2.95
"VIC","HOSE","VinGroup Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2007-09-19",3813935561,247905811465000,-1.54,0.46,-20.77
"VID","HOSE","Vien Dong Investment Development Trading Corporation","Basic Materials","Basic Resources","Forestry & Paper","Paper","2006-12-25",40836069,286260843690,0.14,1.85,-20.26
"VIE","UPCOM","VITECO Vietnam Telecommunications Technology Joint Stock Company","Technology","Technology","Technology Hardware & Equipment","Telecommunications Equipment","2011-05-06",2061244,15871578800,"N/A","N/A","N/A"
"VIF","HNX","VietNam Forestry Corporation - Joint Stock Company","Basic Materials","Basic Resources","Forestry & Paper","Forestry","2017-01-12",350000000,5670000000000,"N/A","N/A","N/A"
"VIG","HNX","Vietnam Industrial & Commercial Securities Joint Stock Company","Financials","Financial Services","Financial Services","Investment Services","2009-12-01",34133300,310613030000,4.4,18.68,12.09
"VIH","UPCOM","Viglacera Ha Noi Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2017-04-24",5600000,77280000000,"N/A","N/A","N/A"
"VIM","UPCOM","Viglacera Mineral Joint Stock Company","Basic Materials","Basic Resources","Mining","General Mining","2017-01-24",1250000,27500000000,"N/A","N/A","N/A"
"VIN","UPCOM","VINATRANS","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2014-09-04",25500000,548250000000,"N/A","N/A","N/A"
"VIP","HOSE","Vietnam Petroleum Transport Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Marine Transportation","2006-12-21",68470941,486143681100,6.06,10.42,-5.77
"VIR","UPCOM","VungTau Intourco Resort Joint Stock Company","Consumer Services","Travel & Leisure","Travel & Leisure","Hotels","2010-07-01",8240000,65920000000,"N/A","N/A","N/A"
"VIT","HNX","Viglacera Tien Son Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2009-11-03",50000000,874994120000,"N/A","N/A","N/A"
"VIW","UPCOM","Vietnam Water and Environment Investment Corporation - JSC","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2018-01-05",58018600,1073344100000,"N/A","N/A","N/A"
"VIX","HOSE","VIX Securities Joint Stock Company","Financials","Financial Services","Financial Services","Investment Services","2009-12-29",549190458,8208200578500,0.64,21.06,23.33
"VJC","HOSE","VietJet Aviation Joint Stock Company","Consumer Services","Travel & Leisure","Travel & Leisure","Airlines","2017-02-28",541611334,66618194082000,-0.73,-3.33,-3.74
"VKC","HNX","VKC Holdings Joint Stock Company","Consumer Goods","Automobiles & Parts","Automobiles & Parts","Tires","2010-12-08",20000000,84827600000,-4.55,6.82,-6.82
"VKD","UPCOM","Khanh Hoa Mineral Water Joint Stock Company","Consumer Goods","Food & Beverage","Beverages","Soft Drinks","2010-04-12",12499988,1194998852800,"N/A","N/A","N/A"
"VKP","UPCOM","Viky Plastic Joint Stock Company","Basic Materials","Chemicals","Chemicals","Commodity Chemicals","2008-03-31",8000000,4000000000,"N/A","N/A","N/A"
"VLA","HNX","Van Lang Technology Development and Investment Joint Stock Company","Technology","Technology","Software & Computer Services","Software","2010-08-04",1997998,141857858000,"N/A","N/A","N/A"
"VLB","UPCOM","Bien Hoa Building Materials Production and Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2016-09-22",47000000,1627948000320,2.03,5.24,7.63
"VLC","UPCOM","Vietnam LiveStock Corporation","Consumer Goods","Food & Beverage","Food Producers","Farming & Fishing","2015-10-26",172346173,4115626611240,0.84,15.48,-5.44
"VLF","UPCOM","VinhLong Cereal and Food Corporation","Consumer Goods","Food & Beverage","Food Producers","Food Products","2010-12-21",11959982,26969759410,"N/A","N/A","N/A"
"VLG","UPCOM","VIMC Logistics Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Trucking","2015-09-18",14212130,88754068710,1.59,"N/A","N/A"
"VLP","UPCOM","Vinh Long Public Works Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Waste & Disposal Services","2017-07-18",3536222,2121733200,"N/A","N/A","N/A"
"VLW","UPCOM","Vinh Long Warter Supply Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2017-07-17",28900000,676260000000,"N/A","N/A","N/A"
"VMA","UPCOM","Vinacomin Motor Industry Joint Stock Company","Consumer Goods","Automobiles & Parts","Automobiles & Parts","Automobiles","2015-08-28",2700000,15660000000,"N/A","N/A","N/A"
"VMC","HNX","Vimeco Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2006-12-11",20000000,285114495600,2.27,-2.27,-2.42
"VMD","HOSE","Vimedimex Medi - Pharma Joint Stock Company","Health Care","Health Care","Pharmaceuticals & Biotechnology","Pharmaceuticals","2010-09-30",15440268,369022405200,-4.6,6.49,-10.46
"VMG","UPCOM","Vung Tau Petroleum Trading and Services Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Gas Distribution","2017-10-11",9600000,49440000000,0,"N/A","N/A"
"VMI","UPCOM","VISACO Mineral and Investement Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2014-10-09",10949999,15209548611,"N/A","N/A","N/A"
"VMS","HNX","Vietnam Maritime Development Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2015-10-20",9000000,112499975000,"N/A","N/A","N/A"
"VNA","UPCOM","Vinaship Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Marine Transportation","2008-09-09",20000000,903920000000,6.59,7.69,10.77
"VNB","UPCOM","Vietnam Books Joint Stock Company","Consumer Services","Media","Media","Publishing","2016-07-15",67909960,893972938320,2.26,11.28,-5.26
"VNC","HNX","Vinacontrol Group Corporation","Industrials","Industrial Goods & Services","Support Services","Business Support Services","2006-12-21",10499955,368534556000,"N/A","N/A","N/A"
"VND","HOSE","VNDIRECT Securities Corporation","Financials","Financial Services","Financial Services","Investment Services","2010-03-30",1217844009,27279374080000,0.89,8.93,-7.59
"VNE","HOSE","Vietnam Electricity Construction Joint Stock Corporation","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2007-08-09",90432953,950434782800,-0.86,-0.86,-6.03
"VNF","HNX","Vinafreight Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Trucking","2010-12-01",26402201,506624656000,0,"N/A","N/A"
"VNG","HOSE","Thanh Thanh Cong Tourism Joint Stock Company","Consumer Services","Travel & Leisure","Travel & Leisure","Hotels","2009-12-17",97276608,1118680992000,0.43,-4.78,-0.43
"VNH","UPCOM","Viet Viet Nhat Investment Corporation","Consumer Goods","Food & Beverage","Food Producers","Farming & Fishing","2010-04-08",8023071,28064702358,5.56,11.11,-19.44
"VNI","UPCOM","Vietnam Land Investment Corporation","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2009-09-09",10559996,134644588000,"N/A","N/A","N/A"
"VNL","HOSE","Vinalink Logistics Corporation","Industrials","Industrial Goods & Services","Industrial Transportation","Trucking","2009-08-17",9427000,214935600000,1.32,8.77,3.64
"VNM","HOSE","Vietnam Dairy Products Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Food Products","2006-01-19",2089955445,160717573720500,4.16,4.42,11.01
"VNP","UPCOM","Vietnam Plastic Corporation","Basic Materials","Chemicals","Chemicals","Commodity Chemicals","2015-08-18",19428913,331418397954,-2.37,5.92,-1.18
"VNR","HNX","Viet Nam National Reinsurance Corporation","Financials","Insurance","Nonlife Insurance","Reinsurance","2006-03-13",150737130,3768428250000,2.8,4,5.16
"VNS","HOSE","Vietnam Sun Corporation","Consumer Services","Travel & Leisure","Travel & Leisure","Travel & Tourism","2008-07-29",67859192,1150213304400,-0.29,8.85,"N/A"
"VNT","HNX","Foreign Trade Forwarding and Transportation Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Trucking","2009-08-14",11949005,756433278000,"N/A","N/A","N/A"
"VNX","UPCOM","Vietnam National Trade Fair And Advertising Company","Consumer Services","Media","Media","Media Agencies","2010-06-10",1224948,60267441600,"N/A","N/A","N/A"
"VNY","UPCOM","Vietnam Vererinary Products Joint Stock Company","Basic Materials","Chemicals","Chemicals","Specialty Chemicals","2018-08-03",14249969,67601791264,-2.13,"N/A","N/A"
"VOC","UPCOM","Vietnam Vegetable Oils Industry Corporation - Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Food Products","2016-09-19",121800000,2237953200000,2.2,0.93,0.93
"VOS","HOSE","Vietnam Ocean Shipping Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Marine Transportation","2010-09-08",140000000,2408000000000,0.29,3.2,5.52
"VPA","UPCOM","VP Petrochemical Transport Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Marine Transportation","2016-01-27",15076177,62159077771,-12.82,"N/A","N/A"
"VPB","HOSE","Vietnam Prosperity Joint Stock Commercial Bank","Banks","Banks","Banks","Banks","2017-08-17",4505692987,141424959029200,1.11,7.91,3.16
"VPC","UPCOM","Vietnam Power Investment and Development Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2009-10-07",5625000,41383125000,"N/A","N/A","N/A"
