"symbol","market","name","industry","supersector","sector","subsector","listedDate","issueShare","marketCap"
"VIP","HOSE","Vietnam Petroleum Transport Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Marine Transportation","2006-12-21",68470941,434790475350
"VIR","UPCOM","VungTau Intourco Resort Joint Stock Company","Consumer Services","Travel & Leisure","Travel & Leisure","Hotels","2010-07-01",8240000,65920000000
"VIT","HNX","Viglacera Tien Son Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2009-11-03",50000000,949993616000
"VIW","UPCOM","Vietnam Water and Environment Investment Corporation - JSC","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2018-01-05",58018600,1015325500000
"VIX","HOSE","VIX Securities Joint Stock Company","Financials","Financial Services","Financial Services","Investment Services","2009-12-29",549190458,6096014083800
"VJC","HOSE","VietJet Aviation Joint Stock Company","Consumer Services","Travel & Leisure","Travel & Leisure","Airlines","2017-02-28",541611334,68080544683800
"VKC","HNX","VKC Holdings Joint Stock Company","Consumer Goods","Automobiles & Parts","Automobiles & Parts","Tires","2010-12-08",20000000,79043900000
"VKD","UPCOM","Khanh Hoa Mineral Water Joint Stock Company","Consumer Goods","Food & Beverage","Beverages","Soft Drinks","2010-04-12",12499988,1194998852800
"VKP","UPCOM","Viky Plastic Joint Stock Company","Basic Materials","Chemicals","Chemicals","Commodity Chemicals","2008-03-31",8000000,4000000000
"VLA","HNX","Van Lang Technology Development and Investment Joint Stock Company","Technology","Technology","Software & Computer Services","Software","2010-08-04",1997998,141857858000
"VLB","UPCOM","Bien Hoa Building Materials Production and Construction Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2016-09-22",47000000,1659364376640
"VLC","UPCOM","Vietnam LiveStock Corporation","Consumer Goods","Food & Beverage","Food Producers","Farming & Fishing","2015-10-26",172346173,3480875656081
"VLF","UPCOM","VinhLong Cereal and Food Corporation","Consumer Goods","Food & Beverage","Food Producers","Food Products","2010-12-21",11959982,27830878114
"VLG","UPCOM","VIMC Logistics Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Trucking","2015-09-18",14212130,81531382410
"VLP","UPCOM","Vinh Long Public Works Joint Stock Company","Industrials","Industrial Goods & Services","Support Services","Waste & Disposal Services","2017-07-18",3536222,3889844200
"VLW","UPCOM","Vinh Long Warter Supply Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2017-07-17",28900000,699380000000
"VMA","UPCOM","Vinacomin Motor Industry Joint Stock Company","Consumer Goods","Automobiles & Parts","Automobiles & Parts","Automobiles","2015-08-28",2700000,15660000000
"VMC","HNX","Vimeco Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2006-12-11",20000000,293754328800
"VMD","HOSE","Vimedimex Medi - Pharma Joint Stock Company","Health Care","Health Care","Pharmaceuticals & Biotechnology","Pharmaceuticals","2010-09-30",15440268,343545963000
"VMG","UPCOM","Vung Tau Petroleum Trading and Services Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Gas Distribution","2017-10-11",9600000,50995200000
"VMI","UPCOM","VISACO Mineral and Investement Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2014-10-09",10949999,14125498710
"VMS","HNX","Vietnam Maritime Development Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2015-10-20",9000000,112499975000
"VNA","UPCOM","Vinaship Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Marine Transportation","2008-09-09",20000000,830400000000
"VNB","UPCOM","Vietnam Books Joint Stock Company","Consumer Services","Media","Media","Publishing","2016-07-15",67909960,770404111120
"VNC","HNX","Vinacontrol Group Corporation","Industrials","Industrial Goods & Services","Support Services","Business Support Services","2006-12-21",10499955,327586272000
"VND","HOSE","VNDIRECT Securities Corporation","Financials","Financial Services","Financial Services","Investment Services","2010-03-30",1217844009,23260646914700
"VNE","HOSE","Vietnam Electricity Construction Joint Stock Corporation","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2007-08-09",90432953,942241379500
"VNF","HNX","Vinafreight Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Trucking","2010-12-01",26402201,501347319000
"VNG","HOSE","Thanh Thanh Cong Tourism Joint Stock Company","Consumer Services","Travel & Leisure","Travel & Leisure","Hotels","2009-12-17",97276608,1128408652800
"VNH","UPCOM","Viet Viet Nhat Investment Corporation","Consumer Goods","Food & Beverage","Food Producers","Farming & Fishing","2010-04-08",8023071,25954634685
"VNI","UPCOM","Vietnam Land Investment Corporation","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2009-09-09",10559996,131537405200
"VNL","HOSE","Vinalink Logistics Corporation","Industrials","Industrial Goods & Services","Industrial Transportation","Trucking","2009-08-17",9427000,183355150000
"VNM","HOSE","Vietnam Dairy Products Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Food Products","2006-01-19",2089955445,152148756396000
"VNP","UPCOM","Vietnam Plastic Corporation","Basic Materials","Chemicals","Chemicals","Commodity Chemicals","2015-08-18",19428913,310493458653
"VNR","HNX","Viet Nam National Reinsurance Corporation","Financials","Insurance","Nonlife Insurance","Reinsurance","2006-03-13",150737130,3542322555000
"VNS","HOSE","Vietnam Sun Corporation","Consumer Services","Travel & Leisure","Travel & Leisure","Travel & Tourism","2008-07-29",67859192,1031459718400
"VNT","HNX","Foreign Trade Forwarding and Transportation Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Trucking","2009-08-14",11949005,834931071000
"VNX","UPCOM","Vietnam National Trade Fair And Advertising Company","Consumer Services","Media","Media","Media Agencies","2010-06-10",1224948,46670518800
"VNY","UPCOM","Vietnam Vererinary Products Joint Stock Company","Basic Materials","Chemicals","Chemicals","Specialty Chemicals","2018-08-03",14249969,70779531452
"VOC","UPCOM","Vietnam Vegetable Oils Industry Corporation - Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Food Products","2016-09-19",121800000,2257563000000
"VOS","HOSE","Vietnam Ocean Shipping Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Marine Transportation","2010-09-08",140000000,2387000000000
"VPA","UPCOM","VP Petrochemical Transport Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Marine Transportation","2016-01-27",15076177,63018419860
"VPB","HOSE","Vietnam Prosperity Joint Stock Commercial Bank","Banks","Banks","Banks","Banks","2017-08-17",4505692987,127585086206900
"VPC","UPCOM","Vietnam Power Investment and Development Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2009-10-07",5625000,42800625000
"VPD","HOSE","Vietnam Power Development Joint Stock Company","Utilities","Utilities","Electricity","Conventional Electricity","2016-04-12",106589629,2297006504950
"VPG","HOSE","Viet Phat Import Export Trading Investment Joint Stock Company","Basic Materials","Basic Resources","Mining","General Mining","2018-01-18",80198336,2478128582400
"VPH","HOSE","Van Phat Hung Corporation","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2009-09-09",95357800,862988090000
"VPI","HOSE","Van Phu - Invest Investment Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2017-11-28",219999780,13639986360000
"VPR","UPCOM","VINAPRINT Corporation","Consumer Services","Media","Media","Publishing","2016-12-20",4575985,128127580000
"VPS","HOSE","Vietnam Pesticide Joint Stock Company","Basic Materials","Chemicals","Chemicals","Specialty Chemicals","2015-08-19",24460792,291083424800
"VPW","UPCOM","Vinhphuc No1 Water Supply and Drainage Joint Stock Company","Utilities","Utilities","Gas, Water & Multi-utilities","Water","2017-11-13",11168676,71479526400
"VQC","UPCOM","VINACOMIN QUACONTROL Joint-stock Company","Industrials","Industrial Goods & Services","Support Services","Business Support Services","2010-02-26",3599580,61912776000
"VRC","HOSE","VRC Real Estate and Investment Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2010-07-26",50000000,625000000000
"VRE","HOSE","Vincom Retail Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2017-11-06",2328818410,63624915480000
"VRG","UPCOM","Viet Nam Rubber Urban and Industrial Zone development Joint Stock Company","Financials","Real Estate","Real Estate Investment & Services","Real Estate Holding & Development","2014-11-10",25894868,760273324480
"VSA","HNX","Vietnam Ocean Shipping Agency Corporation","Industrials","Industrial Goods & Services","Industrial Transportation","Trucking","2015-12-22",14096486,418665634200
"VSC","HOSE","Viet Nam Container Shipping Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2008-01-09",121269397,4541538917650
"VSE","UPCOM","Vietnam Expressway Services Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2018-10-10",8937250,72418536750
"VSF","UPCOM","Vietnam Southern Food Corporation - Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Food Products","2018-04-23",500000000,3166500000000
"VSG","UPCOM","Southern Vietnam Container Shipping Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2008-12-30",11044000,32027600000
"VSH","HOSE","Vinh Son - Song Hinh Hydropower Joint Stock Company","Utilities","Utilities","Electricity","Conventional Electricity","2006-07-18",236241246,9284280967800
"VSI","HOSE","Water Supply Sewerage Construction and Investment Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Heavy Construction","2010-12-24",13200000,316799928000
"VSM","HNX","Central Container Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Transportation Services","2017-07-17",3050000,76250000000
"VSN","UPCOM","VISSAN Joint Stock Company","Consumer Goods","Food & Beverage","Food Producers","Food Products","2016-10-21",80914300,2022842500000
"VSP","UPCOM","Viet Hai Shipping and Real Properties Corporation","Industrials","Industrial Goods & Services","Industrial Transportation","Marine Transportation","2006-12-25",38084489,36207383300
"VST","UPCOM","Viet Nam Sea Transport and Chartering Joint Stock Company","Industrials","Industrial Goods & Services","Industrial Transportation","Marine Transportation","2009-02-26",62999337,300191840805
"VTA","UPCOM","Vitaly Joint Stock Company","Industrials","Construction & Materials","Construction & Materials","Building Materials & Fixtures","2006-12-29",8000000,42384000000
"VTB","HOSE","Viettronics Tan Binh Joint Stock Company","Industrials","Industrial Goods & Services","Electronic & Electrical Equipment","Electrical Components & Equipment","2006-12-27",11982050,131815144000
"VTC","HNX","VTC Telecommunications Joint Stock Company","Technology","Technology","Technology Hardware & Equipment","Telecommunications Equipment","2003-01-24",4534696,65672573500
"VTD","UPCOM","Vietourist Travel Joint Stock Company","Consumer Services","Travel & Leisure","Travel & Leisure","Travel & Tourism","2019-11-06",6000000,104316000000
"VTE","UPCOM","VINACAP Kim Long Joint Stock Company","Technology","Technology","Technology Hardware & Equipment","Telecommunications Equipment","2018-06-05",15600000,104520000000
"VTG","UPCOM","Ba Ria - Vung tau Tourist Joint Stock Company","Consumer Services","Travel & Leisure","Travel & Leisure","Travel & Tourism","2015-12-25",18644500,400856750000
"VTH","HNX","Viet Thai Electric Cable Corporation","Industrials","Industrial Goods & Services","Electronic & Electrical Equipment","Electrical Components & Equipment","2014-10-29",5000000,71100000000
