symbol,name,lastsale,netchange,pctchange,marketCap,url
SLNO,"Soleno Therapeutics, Inc. Common Stock",$1.13,0.05,4.63%,"9,220,102",/market-activity/stocks/slno
SLP,"Simulations Plus, Inc. Common Stock",$40.57,-0.02,-0.049%,"823,476,472",/market-activity/stocks/slp
SLQT,"SelectQuote, Inc. Common Stock",$0.68,0.0799,13.314%,"113,194,326",/market-activity/stocks/slqt
SLRC,SLR Investment Corp. Common Stock,$15.05,0.27,1.827%,"824,328,398",/market-activity/stocks/slrc
SLRX,"Salarius Pharmaceuticals, Inc. Common Stock",$1.97,0.04,2.073%,"4,488,107",/market-activity/stocks/slrx
SLS,"SELLAS Life Sciences Group, Inc. Common Stock",$2.49,0.10,4.184%,"51,264,735",/market-activity/stocks/sls
SLVM,Sylvamo Corporation Common Stock,$55.445,1.355,2.505%,"2,446,705,847",/market-activity/stocks/slvm
SLVR,SilverSPAC Inc. Class A Ordinary Share,$9.9401,UNCH,--,"310,628,125",/market-activity/stocks/slvr
SM,SM Energy Company Common Stock,$43.29,0.18,0.418%,"5,315,840,831",/market-activity/stocks/sm
SMAP,SportsMap Tech Acquisition Corp. Common Stock,$10.08,-0.03,-0.297%,"151,704,000",/market-activity/stocks/smap
SMAPU,SportsMap Tech Acquisition Corp. Units,$10.20,0.10,0.99%,NA,/market-activity/stocks/smapu
SMAPW,SportsMap Tech Acquisition Corp. Warrants,$0.05,-0.01,-16.667%,NA,/market-activity/stocks/smapw
SMAR,Smartsheet Inc. Class A Common Stock,$32.18,1.44,4.684%,"4,202,714,050",/market-activity/stocks/smar
SMBC,"Southern Missouri Bancorp, Inc. Common Stock",$51.90,0.04,0.077%,"478,992,937",/market-activity/stocks/smbc
SMBK,"SmartFinancial, Inc. Common Stock",$29.98,UNCH,--,"506,311,384",/market-activity/stocks/smbk
SMCI,"Super Micro Computer, Inc. Common Stock",$89.77,-0.46,-0.51%,"4,750,887,476",/market-activity/stocks/smci
SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),$6.805,0.005,0.074%,"46,655,883,977",/market-activity/stocks/smfg
SMFL,"Smart for Life, Inc. Common Stock",$0.4002,0.0021,0.528%,"12,817,474",/market-activity/stocks/smfl
SMFR,Sema4 Holdings Corp. Class A Common Stock,$0.4039,-0.0103,-2.487%,"156,226,553",/market-activity/stocks/smfr
SMFRW,Sema4 Holdings Corp. Warrant,$0.03,-0.005,-14.286%,NA,/market-activity/stocks/smfrw
SMG,Scotts Miracle-Gro Company (The) Common Stock,$56.55,0.62,1.109%,"3,136,529,973",/market-activity/stocks/smg
SMHI,"SEACOR Marine Holdings Inc. Common Stock ",$8.20,0.05,0.613%,"218,957,720",/market-activity/stocks/smhi
SMID,Smith-Midland Corporation Common Stock,$22.54,-0.26,-1.14%,"117,899,031",/market-activity/stocks/smid
SMIH,Summit Healthcare Acquisition Corp. Class A Ordinary Share,$9.97,UNCH,--,"256,727,500",/market-activity/stocks/smih
SMIHU,Summit Healthcare Acquisition Corp. Units,$10.00,UNCH,--,NA,/market-activity/stocks/smihu
SMIT,"Schmitt Industries, Inc. Common Stock",$0.995,-0.055,-5.238%,"3,852,773",/market-activity/stocks/smit
SMLP,"Summit Midstream Partners, LP Common Units Representing Limited Partner Interests",$20.99,0.29,1.401%,"213,606,456",/market-activity/stocks/smlp
SMLR,"Semler Scientific, Inc. Common Stock",$30.25,0.61,2.058%,"206,909,183",/market-activity/stocks/smlr
SMMF,"Summit Financial Group, Inc. Common Stock",$28.36,UNCH,--,"362,456,511",/market-activity/stocks/smmf
SMMT,"Summit Therapeutics Inc. Common Stock ",$0.71,-0.09,-11.25%,"58,363,392",/market-activity/stocks/smmt
SMP,"Standard Motor Products, Inc. Common Stock",$38.915,0.505,1.315%,"839,400,325",/market-activity/stocks/smp
SMPL,The Simply Good Foods Company Common Stock,$39.88,-0.02,-0.05%,"3,947,868,796",/market-activity/stocks/smpl
SMR,NuScale Power Corporation Class A Common Stock,$10.935,0.035,0.321%,"567,211,747",/market-activity/stocks/smr
SMRT,"SmartRent, Inc. Class A Common Stock",$2.495,0.065,2.675%,"494,879,440",/market-activity/stocks/smrt
SMSI,"Smith Micro Software, Inc. Common Stock",$2.275,0.025,1.111%,"127,939,359",/market-activity/stocks/smsi
SMTC,Semtech Corporation Common Stock,$31.555,0.815,2.651%,"2,004,258,140",/market-activity/stocks/smtc
SMTI,Sanara MedTech Inc. Common Stock,$37.87,0.40,1.068%,"314,462,217",/market-activity/stocks/smti
SMWB,Similarweb Ltd. Ordinary Shares,$5.19,0.07,1.367%,"394,552,675",/market-activity/stocks/smwb
SNA,Snap-On Incorporated Common Stock,$242.94,2.34,0.973%,"12,913,387,999",/market-activity/stocks/sna
SNAL,"Snail, Inc. Class A Common Stock",$2.56,-0.04,-1.538%,"97,280,000",/market-activity/stocks/snal
SNAP,Snap Inc. Class A Common Stock,$10.74,0.43,4.171%,"17,324,705,503",/market-activity/stocks/snap
SNAX,"Stryve Foods, Inc. Class A Common Stock",$0.95,0.0732,8.349%,"23,760,081",/market-activity/stocks/snax
SNAXW,"Stryve Foods, Inc. Warrant",$0.07,0.0022,3.245%,NA,/market-activity/stocks/snaxw
SNBR,Sleep Number Corporation Common Stock,$29.97,0.72,2.462%,"659,369,970",/market-activity/stocks/snbr
SNCE,"Science 37 Holdings, Inc. Common Stock",$0.5694,-0.0268,-4.495%,"66,428,277",/market-activity/stocks/snce
SNCR,"Synchronoss Technologies, Inc. Common Stock",$0.948,0.018,1.935%,"86,141,164",/market-activity/stocks/sncr
SNCRL,"Synchronoss Technologies, Inc. 8.375% Senior Notes due 2026",$17.555,-0.025,-0.142%,NA,/market-activity/stocks/sncrl
SNCY,"Sun Country Airlines Holdings, Inc. Common Stock",$20.43,0.23,1.139%,"1,188,345,150",/market-activity/stocks/sncy
SND,"Smart Sand, Inc. Common Stock",$1.9305,-0.0095,-0.49%,"87,406,490",/market-activity/stocks/snd
SNDA,"Sonida Senior Living, Inc. Common Stock",$15.44,0.07,0.455%,"102,984,013",/market-activity/stocks/snda
SNDL,SNDL Inc. Common Shares,$2.8011,0.0911,3.362%,"661,059,600",/market-activity/stocks/sndl
SNDR,"Schneider National, Inc. Common Stock",$25.79,0.03,0.116%,"4,590,936,701",/market-activity/stocks/sndr
SNDX,"Syndax Pharmaceuticals, Inc. Common Stock",$23.89,-0.07,-0.292%,"1,438,739,367",/market-activity/stocks/sndx
SNES,"SenesTech, Inc. Common Stock",$2.94,0.04,1.379%,"1,993,964",/market-activity/stocks/snes
SNEX,StoneX Group Inc. Common Stock,$101.89,0.42,0.414%,"2,068,764,779",/market-activity/stocks/snex
SNFCA,Security National Financial Corporation Class A Common Stock,$6.43,-0.06,-0.924%,"138,969,777",/market-activity/stocks/snfca
SNGX,"Soligenix, Inc. Common Stock",$0.5601,-0.001,-0.178%,"24,211,604",/market-activity/stocks/sngx
SNMP,Evolve Transition Infrastructure LP Common Stock,$0.1664,0.0044,2.716%,"32,924,638",/market-activity/stocks/snmp
SNN,"Smith & Nephew SNATS, Inc. Common Stock",$26.75,0.23,0.867%,"11,645,554,426",/market-activity/stocks/snn
SNOA,"Sonoma Pharmaceuticals, Inc. Common Stock",$1.6636,-0.0464,-2.713%,"5,162,104",/market-activity/stocks/snoa
SNOW,Snowflake Inc. Class A Common Stock,$148.2254,5.3254,3.727%,"47,432,128,000",/market-activity/stocks/snow
SNPO,Snap One Holdings Corp. Common Stock,$8.17,0.06,0.74%,"620,436,124",/market-activity/stocks/snpo
SNPS,"Synopsys, Inc. Common Stock",$354.3099,14.7699,4.35%,"54,178,003,002",/market-activity/stocks/snps
SNPX,"Synaptogenix, Inc. Common Stock",$5.915,0.055,0.939%,"40,548,147",/market-activity/stocks/snpx
SNRH,Senior Connect Acquisition Corp. I Class A Common Stock,$10.05,UNCH,--,"520,087,500",/market-activity/stocks/snrh
SNRHU,Senior Connect Acquisition Corp. I Unit,$10.05,UNCH,--,NA,/market-activity/stocks/snrhu
SNRHW,Senior Connect Acquisition Corp. I Warrant,$0.07,0.03,75.00%,NA,/market-activity/stocks/snrhw
SNSE,"Sensei Biotherapeutics, Inc. Common Stock",$1.48,0.06,4.225%,"45,466,031",/market-activity/stocks/snse
SNT,Senstar Technologies Ltd. Ordinary Shares,$1.43,UNCH,--,"33,333,281",/market-activity/stocks/snt
SNTG,Sentage Holdings Inc. Ordinary Shares,$2.503,UNCH,--,"7,008,400",/market-activity/stocks/sntg
SNTI,"Senti Biosciences, Inc. Common Stock",$2.2501,-0.0499,-2.17%,"98,682,809",/market-activity/stocks/snti
SNV,Synovus Financial Corp. Common Stock,$42.20,0.07,0.166%,"6,138,322,916",/market-activity/stocks/snv
SNV^D,"Synovus Financial Corp. Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series D Liquation Preference $25.00 per Share",$24.25,0.05,0.207%,NA,/market-activity/stocks/snv^d
SNV^E,"Synovus Financial Corp. 5.875% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock, Series E",$24.21,0.11,0.456%,NA,/market-activity/stocks/snv^e
SNX,TD SYNNEX Corporation Common Stock,$103.18,0.88,0.86%,"9,858,896,050",/market-activity/stocks/snx
SNY,Sanofi ADS,$45.93,0.58,1.279%,"116,431,541,102",/market-activity/stocks/sny
SO,Southern Company (The) Common Stock,$68.24,0.60,0.887%,"74,291,033,783",/market-activity/stocks/so
SOBR,"SOBR Safe, Inc. Common Stock",$1.24,0.03,2.479%,"18,068,189",/market-activity/stocks/sobr
SOFI,"SoFi Technologies, Inc. Common Stock  ",$4.705,-0.125,-2.588%,"3,816,431,217",/market-activity/stocks/sofi
SOFO,"Sonic Foundry, Inc. Common Stock",$0.98,0.02,2.083%,"10,660,211",/market-activity/stocks/sofo
SOHO,Sotherly Hotels Inc. Common Stock,$1.99,0.0441,2.266%,"37,713,535",/market-activity/stocks/soho
SOHOB,Sotherly Hotels Inc. 8.0% Series B Cumulative Redeemable Perpetual Preferred Stock,$22.43,UNCH,--,NA,/market-activity/stocks/sohob
SOHON,Sotherly Hotels Inc. 8.25% Series D Cumulative Redeemable Perpetual Preferred Stock,$22.6999,UNCH,--,NA,/market-activity/stocks/sohon
SOHOO,Sotherly Hotels Inc. 7.875% Series C Cumulative Redeemable Perpetual Preferred Stock,$22.4999,0.0099,0.044%,NA,/market-activity/stocks/sohoo
SOHU,Sohu.com Limited American Depositary Shares,$14.851,0.071,0.48%,"501,010,900",/market-activity/stocks/sohu
SOI,"Solaris Oilfield Infrastructure, Inc. Class A Common Stock",$11.04,0.07,0.638%,"363,601,627",/market-activity/stocks/soi
SOJC,"Southern Company (The) Series 2017B 5.25% Junior Subordinated Notes due December 1, 2077",$23.1478,0.1378,0.599%,NA,/market-activity/stocks/sojc
SOJD,"Southern Company (The) Series 2020A 4.95% Junior Subordinated Notes due January 30, 2080",$20.60,0.21,1.03%,NA,/market-activity/stocks/sojd
SOJE,"Southern Company (The) Series 2020C 4.20% Junior Subordinated Notes due October 15, 2060",$18.8969,0.1369,0.73%,NA,/market-activity/stocks/soje
SOL,Renesola Ltd. American Depsitary Shares (Each representing 10 shares),$4.35,-0.37,-7.839%,"292,036,558",/market-activity/stocks/sol
SOLO,Electrameccanica Vehicles Corp. Ltd. Common Stock,$1.188,-0.002,-0.168%,"76,176,329",/market-activity/stocks/solo
SOLOW,Electrameccanica Vehicles Corp. Ltd. Warrants,$0.1284,0.0044,3.548%,NA,/market-activity/stocks/solow
SON,Sonoco Products Company Common Stock,$61.33,-0.04,-0.065%,"5,980,424,821",/market-activity/stocks/son
SOND,Sonder Holdings Inc. Class A Common Stock,$1.795,0.025,1.412%,"391,415,051",/market-activity/stocks/sond
SONDW,Sonder Holdings Inc. Warrants,$0.17,0.0077,4.744%,NA,/market-activity/stocks/sondw
SONM,"Sonim Technologies, Inc. Common Stock",$0.4907,0.0777,18.814%,"20,038,816",/market-activity/stocks/sonm
SONN,"Sonnet BioTherapeutics Holdings, Inc. Common Stock",$1.0254,0.0254,2.54%,"7,408,294",/market-activity/stocks/sonn
SONO,"Sonos, Inc. Common Stock",$17.53,UNCH,--,"2,220,797,604",/market-activity/stocks/sono
SONX,"Sonendo, Inc. Common Stock",$2.4556,0.0656,2.745%,"122,182,469",/market-activity/stocks/sonx
SONY,"Sony Group Corporation American Depositary Shares ",$84.15,1.08,1.30%,"104,202,101,901",/market-activity/stocks/sony
SOPA,Society Pass Incorporated Common Stock,$1.465,-0.055,-3.618%,"39,058,135",/market-activity/stocks/sopa
SOPH,SOPHiA GENETICS SA Ordinary Shares,$2.29,-0.02,-0.866%,"147,042,988",/market-activity/stocks/soph
SOR,"Source Capital, Inc. Common Stock",$37.48,0.0505,0.135%,"312,751,223",/market-activity/stocks/sor
SOS,SOS Limited American Depositary Shares,$4.65,0.21,4.73%,"29,375,222",/market-activity/stocks/sos
SOTK,Sono-Tek Corporation Common Stock,$5.50,-0.055,-0.99%,"86,556,256",/market-activity/stocks/sotk
SOUN,"SoundHound AI, Inc Class A Common Stock",$1.2692,-0.0108,-0.844%,"251,193,116",/market-activity/stocks/soun
SOUNW,"SoundHound AI, Inc. Warrant",$0.245,0.0301,14.007%,NA,/market-activity/stocks/sounw
SOVO,"Sovos Brands, Inc. Common Stock",$14.555,0.165,1.147%,"1,469,501,706",/market-activity/stocks/sovo
SP,SP Plus Corporation Common Stock,$35.03,0.14,0.401%,"706,456,561",/market-activity/stocks/sp
SPB,"Spectrum Brands Holdings, Inc. Common Stock",$52.805,-0.465,-0.873%,"2,153,781,614",/market-activity/stocks/spb
SPCB,"SuperCom, Ltd. Ordinary Shares (Israel)",$2.1612,0.0412,1.943%,"35,197,182",/market-activity/stocks/spcb
SPCE,"Virgin Galactic Holdings, Inc. Common Stock",$5.0906,0.0006,0.012%,"1,397,670,906",/market-activity/stocks/spce
SPCM,"Sound Point Acquisition Corp I, Ltd Class A Ordinary Share",$10.28,0.005,0.049%,"332,493,750",/market-activity/stocks/spcm
SPCMU,"Sound Point Acquisition Corp I, Ltd Unit",$10.29,0.01,0.097%,NA,/market-activity/stocks/spcmu
SPCMW,"Sound Point Acquisition Corp I, Ltd Warrant",$0.1039,-0.0061,-5.545%,NA,/market-activity/stocks/spcmw
SPE,"Special Opportunities Fund, Inc Common Stock",$12.328,0.048,0.391%,"141,315,420",/market-activity/stocks/spe
SPE^C,"Special Opportunities Fund Inc. 2.75% Convertible Preferred Stock, Series C",$22.54,-0.26,-1.14%,NA,/market-activity/stocks/spe^c
SPFI,"South Plains Financial, Inc. Common Stock",$30.89,-0.07,-0.226%,"525,125,088",/market-activity/stocks/spfi
SPG,"Simon Property Group, Inc. Common Stock",$119.25,-0.19,-0.159%,"38,989,239,577",/market-activity/stocks/spg
SPG^J,"Simon Property Group, Inc. Simon Property Group 8 3/8% Series J Cumulative Redeemable Preferred Stock",$60.7389,UNCH,--,NA,/market-activity/stocks/spg^j
SPGI,S&P Global Inc. Common Stock,$364.77,11.97,3.393%,"118,842,066,000",/market-activity/stocks/spgi
SPGS,"Simon Property Group Acquisition Holdings, Inc. Class A Common Stock",$10.06,UNCH,--,"433,837,500",/market-activity/stocks/spgs
SPH,"Suburban Propane Partners, L.P. Common Stock",$16.3501,-0.1099,-0.668%,"1,037,998,525",/market-activity/stocks/sph
SPI,"SPI Energy Co., Ltd. Ordinary Shares",$1.44,-0.01,-0.69%,"41,531,380",/market-activity/stocks/spi
SPIR,"Spire Global, Inc. Class A Common Stock",$1.305,0.045,3.571%,"182,715,283",/market-activity/stocks/spir
SPK,SPK Acquisition Corp. Common Stock,$10.17,UNCH,--,"15,306,653",/market-activity/stocks/spk
SPKAR,SPK Acquisition Corp. Right,$0.1734,0.0434,33.385%,NA,/market-activity/stocks/spkar
SPKB,Silver Spike Acquisition Corp II Class A Ordinary Shares,$10.02,UNCH,--,"360,093,750",/market-activity/stocks/spkb
SPKBU,Silver Spike Acquisition Corp II Units,$10.0267,UNCH,--,NA,/market-activity/stocks/spkbu
SPKBW,Silver Spike Acquisition Corp II Warrant,$0.01,UNCH,--,NA,/market-activity/stocks/spkbw
SPLK,Splunk Inc. Common Stock,$88.515,10.835,13.948%,"14,401,390,500",/market-activity/stocks/splk
SPLP,Steel Partners Holdings LP LTD PARTNERSHIP UNIT,$43.00,UNCH,--,"931,131,804",/market-activity/stocks/splp
SPLP^A,"Steel Partners Holdings LP 6.0% Series A Preferred Units, no par value",$22.85,-0.24,-1.039%,NA,/market-activity/stocks/splp^a
SPNE,SeaSpine Holdings Corporation Common Stock,$7.40,-0.09,-1.202%,"279,388,214",/market-activity/stocks/spne
SPNS,Sapiens International Corporation N.V. Common Shares (Cayman Islands),$19.729,0.269,1.382%,"1,133,796,155",/market-activity/stocks/spns
SPNT,SiriusPoint Ltd. Common Shares,$6.58,0.06,0.92%,"1,067,070,118",/market-activity/stocks/spnt
SPNT^B,"SiriusPoint Ltd. 8.00% Resettable Fixed Rate Preference Shares, Series B, $25.00 liquidation preference per share",$23.49,0.11,0.47%,NA,/market-activity/stocks/spnt^b
SPOK,"Spok Holdings, Inc. Common Stock",$8.02,-0.10,-1.232%,"158,024,476",/market-activity/stocks/spok
SPOT,Spotify Technology S.A. Ordinary Shares,$81.63,2.21,2.783%,"15,765,226,879",/market-activity/stocks/spot
SPPI,"Spectrum Pharmaceuticals, Inc.Common Stock",$0.4669,0.0063,1.368%,"94,876,653",/market-activity/stocks/sppi
SPR,"Spirit Aerosystems Holdings, Inc. Common Stock",$26.905,0.695,2.652%,"2,831,847,382",/market-activity/stocks/spr
SPRB,"Spruce Biosciences, Inc. Common Stock",$1.1579,0.0579,5.264%,"27,280,413",/market-activity/stocks/sprb
SPRC,SciSparc Ltd. Ordinary Shares,$1.045,-0.015,-1.415%,"3,685,443",/market-activity/stocks/sprc
SPRO,"Spero Therapeutics, Inc. Common Stock",$1.89,-0.05,-2.577%,"97,856,740",/market-activity/stocks/spro
SPRU,Spruce Power Holding Corporation Class A Common Stock,$0.9401,-0.0199,-2.073%,"135,487,834",/market-activity/stocks/spru
SPRY,"ARS Pharmaceuticals, Inc. Common Stock",$6.31,0.09,1.447%,"591,689,741",/market-activity/stocks/spry
SPSC,"SPS Commerce, Inc. Common Stock",$143.30,1.04,0.731%,"5,164,777,616",/market-activity/stocks/spsc
SPT,"Sprout Social, Inc Class A Common Stock",$58.59,-0.71,-1.197%,"3,212,976,641",/market-activity/stocks/spt
SPTK,SportsTek Acquisition Corp. Class A Common Stock,$10.015,UNCH,--,"215,948,438",/market-activity/stocks/sptk
SPTN,SpartanNash Company Common Stock,$33.47,0.62,1.887%,"1,180,223,391",/market-activity/stocks/sptn
SPWH,"Sportsman's Warehouse Holdings, Inc. Common Stock",$9.63,-0.19,-1.935%,"374,299,225",/market-activity/stocks/spwh
SPWR,SunPower Corporation Common Stock,$23.59,-0.66,-2.722%,"4,108,965,411",/market-activity/stocks/spwr
SPXC,"SPX Technologies, Inc. Common Stock",$66.91,0.01,0.015%,"3,023,463,642",/market-activity/stocks/spxc
SPXX,Nuveen S&P 500 Dynamic Overwrite Fund,$18.00,0.21,1.18%,"315,276,408",/market-activity/stocks/spxx
SQ,"Block, Inc. Class A Common Stock,",$68.48,0.71,1.048%,"40,955,908,791",/market-activity/stocks/sq
SQFT,"Presidio Property Trust, Inc. Class A Common Stock",$1.10,0.02,1.852%,"13,456,461",/market-activity/stocks/sqft
SQFTP,"Presidio Property Trust, Inc. 9.375% Series D Cumulative Redeemable Perpetual Preferred Stock, $0.01 par value per share",$18.37,-0.18,-0.97%,NA,/market-activity/stocks/sqftp
SQFTW,"Presidio Property Trust, Inc. Series A Common Stock Purchase Warrants",$0.0974,0.0193,24.712%,NA,/market-activity/stocks/sqftw
SQL,SeqLL Inc. Common stock,$0.416,-0.0199,-4.565%,"4,944,734",/market-activity/stocks/sql
SQM,Sociedad Quimica y Minera S.A. Common Stock,$98.715,-0.445,-0.449%,"28,196,736,217",/market-activity/stocks/sqm
SQNS,Sequans Communications S.A. American Depositary Shares,$3.65,-0.06,-1.617%,"174,939,364",/market-activity/stocks/sqns
SQSP,"Squarespace, Inc. Class A Common Stock",$20.865,0.375,1.83%,"2,854,950,543",/market-activity/stocks/sqsp
SQZ,SQZ Biotechnologies Company Common Stock,$1.845,-0.665,-26.494%,"54,336,387",/market-activity/stocks/sqz
SR,Spire Inc. Common Stock,$73.37,-0.73,-0.985%,"3,851,913,554",/market-activity/stocks/sr
SR^A,"Spire Inc. Depositary Shares, each representing a 1/1,000th interest in a share of 5.90% Series A Cumulative Redeemable Perpetual Preferred Stock",$23.47,0.05,0.213%,NA,/market-activity/stocks/sr^a
SRAD,Sportradar Group AG Class A Ordinary Shares,$11.22,-0.25,-2.18%,"3,317,077,400",/market-activity/stocks/srad
SRAX,"SRAX, Inc. Class A Common Stock",$1.756,-0.044,-2.444%,"46,209,453",/market-activity/stocks/srax
SRC,"Spirit Realty Capital, Inc. Common Stock",$41.64,0.22,0.531%,"5,815,452,435",/market-activity/stocks/src
SRC^A,"Spirit Realty Capital, Inc. 6.000% Series A Cumulative Redeemable Preferred Stock",$22.45,0.06,0.268%,NA,/market-activity/stocks/src^a
SRCE,1st Source Corporation Common Stock,$56.395,-0.705,-1.235%,"1,390,541,553",/market-activity/stocks/srce
SRCL,"Stericycle, Inc. Common Stock",$53.01,0.88,1.688%,"4,886,685,449",/market-activity/stocks/srcl
SRDX,"Surmodics, Inc. Common Stock",$36.32,0.19,0.526%,"509,932,800",/market-activity/stocks/srdx
SRE,DBA Sempra Common Stock,$167.57,1.38,0.83%,"52,672,841,638",/market-activity/stocks/sre
SREA,DBA Sempra 5.750% Junior Subordinated Notes due 2079,$23.54,0.17,0.727%,NA,/market-activity/stocks/srea
SRG,Seritage Growth Properties Class A Common Stock,$12.17,0.20,1.671%,"681,914,077",/market-activity/stocks/srg
SRG^A,Seritage Growth Properties 7.00% Series A Cumulative Redeemable Preferred Shares of Beneficial Interest,$23.60,-0.15,-0.632%,NA,/market-activity/stocks/srg^a
SRGA,"Surgalign Holdings, Inc. Common Stock",$2.2731,0.0431,1.933%,"28,996,566",/market-activity/stocks/srga
SRI,"Stoneridge, Inc. Common Stock",$23.77,0.08,0.338%,"649,552,284",/market-activity/stocks/sri
